zone,state,eaid,lga,urca_cat,hhid,q102,q103,q104,q105,q106,q107,q108,q109,q110,q201,q202,q203_1,q203_2,q203_3,q203_4,q204,q205,q206,q207_1,q207_2,q207_3,q208,q209,q210,q210_1,q211,q211__1,q211__2,q211__3,q211__4,q211__5,q211__6,q211__7,q211__8,q211__9,q211__10,q211__11,q211__12,q211__0,q211__96,q211_1,q212,q212_1,q213,q213_1,q213_1__1,q213_1__2,q213_1__96,q214,q214__1,q214__2,q214__3,q214__4,q214__5,q214__6,q214__7,q214__8,q214__9,q214__10,q214__11,q214__12,q214__13,q214__96,q215,q215_1,q215_2,q216,q216__1,q216__2,q216__3,q216__4,q216__5,q216__6,q216__7,q216__8,q216__9,q216__10,q216__11,q216__12,q216__13,q217,q217__1,q217__2,q217__3,q217__4,q217__5,q217__6,q217__7,q217__8,q217__9,q217__10,q217__11,q217__12,q217__13,q218,q219,q219__1,q219__2,q219__3,q219__4,q219__5,q219__6,q219__99,q219__96,q219__98,q219_1,q220,q220_1,q221,q221_1,q222,q223,q224,q224_1,q224_2,q301,q301__1,q301__2,q301__3,q301__4,q301__5,q301__6,q301__7,q301__8,q301__9,q301__10,q301__11,q301__12,q301__13,q301__14,q301__0,q301__96,q302,q303,q304_1,q304_2,q304_3,q304_4,q304_5,q304_6,q304_7,q304_8,q304_9,q304_10,q304_10__1,q304_10__2,q304_10__3,q304_10__4,q304_10__5,q304_10__6,q304_10__7,q304_10__0,q304_10__96,q305_1,q305_2,q305_3,q305_4,q305_5,q305_6,q305_7,q306_1,q306_2,q306_2__1,q306_2__2,q306_2__3,q306_2__4,q306_2__5,q306_2__6,q306_2__7,q306_2__8,q306_2__9,q306_2__10,q306_2__11,q306_2__12,q306_2__13,q306_3,q306_4,q306_5,q306_6,q306_7,q306_8,q306_9,q306_10,q306_11,q306_12,q307_1,q307_2,q307_2__1,q307_2__2,q307_2__3,q307_2__4,q307_2__5,q307_2__6,q307_2__7,q307_2__8,q307_2__9,q307_2__10,q307_2__11,q307_2__12,q307_2__13,q307_3,q307_4,q307_5,q307_6,q307_7,q307_8,q307_9,q307_10,q307_11,q307_12,q308,q309,q401,q401__1,q401__2,q401__3,q401__4,q401__5,q401__6,q401__99,q401__96,q401__98,q401_1,q402,q402__1,q402__2,q402__3,q402__4,q402__5,q402__6,q404,q404__1,q404__2,q404__3,q404__4,q404__5,q404__6,q404__7,q404__8,q404__9,q404__10,q404__11,q404__0,q404__96,q404_1,q405,q405_1,q405_1__1,q405_1__2,q405_1__3,q405_1__4,q405_1__5,q405_1__6,q405_1__7,q405_1__8,q405_1__9,q405_1__10,q405_1__11,q405_1__12,q405_1__13,q405_1__96,q405_2,q501,q501__1,q501__2,q501__3,q501__4,q501__5,q501__96,q503,q503__1,q503__2,q503__3,q503__4,q503__5,q503__6,q503__99,q503__96,q503__98,q503_1,q604_1,q604_2,q604_3,q604_4,q604_5,q604_6,natweight
South South,Rivers,RI_227,etche,<1hr to large city,871b8235-1f5a-448a-ae3b-bfe4509842e4,1,NA,2,2,45,1,1,50,1,2,4,2,0,2,0,1,4,6,0,0,0,14,14,6,NA,6 8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,8000,1,1,0,0,0,0,0,0,0,0,NA,6,NA,6,NA,1,1,1,1,NA,6 7 1 5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,25000,8000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,22,0,0,40000,10000,2000,1,1,1,3500,2,0,1,0,0,0,0,0,0,0,NA,1 6 4,1,0,0,1,0,1,2 11,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,98,1,3,2,3,2,0.269222254
North West,Kano,KN_111,dawakin_tofa,Town,f0f580e6-9a4a-4f33-9786-65cf91370afc,1,NA,1,1,40,1,NA,NA,NA,3,4,2,1,2,0,2,4,6,0,1,0,22,20,5,NA,5 4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,1,0,0,10 11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,2 1 10 11 12,1,1,0,0,0,0,0,0,0,1,1,1,0,12000,1,1,0,0,0,0,0,NA,0,0,NA,3,NA,3,NA,4,5,1,1,NA,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,24500,10000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8 9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,24,0,0,1000,6500,1000,1,1,0,NA,1,1,0,0,0,0,0,NA,0,0,NA,1 3 6 4,1,0,1,1,0,1,2 10 9 11,0,1,0,0,0,0,0,0,1,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 4,0,1,0,1,0,0,1 2,1,1,0,0,0,0,NA,0,0,NA,3,2,2,1,3,2,0.064779168
North West,Kano,KN_111,dawakin_tofa,Town,87e0a208-71cc-4624-b2df-84fcdad425d1,1,NA,1,1,58,2,NA,NA,NA,6,5,3,2,3,1,3,6,6,1,1,1,22,22,5,NA,5 8 4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,1 11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,5 6,0,0,0,0,1,1,0,0,0,0,0,0,0,3 2 1 10 12,1,1,1,0,0,0,0,0,0,1,0,1,0,20000,1,1,0,0,0,0,0,NA,0,0,NA,15,NA,3,NA,4,5,1,0,NA,1 6 5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,5,78500,20000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,7,24,0,0,1000,7500,1000,1,1,0,NA,1,1,0,0,0,0,0,NA,0,0,NA,1 3 2 4 6,1,1,1,1,0,1,2 9 10 11,0,1,0,0,0,0,0,0,1,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 4,0,1,0,1,0,0,1 2,1,1,0,0,0,0,NA,0,0,NA,3,3,2,2,4,3,0.064779168
North West,Kano,KN_111,dawakin_tofa,Town,3468889a-5b18-46ed-8730-c49ec8c737bd,1,NA,1,1,36,1,NA,NA,NA,3,3,2,1,2,0,2,5,6,0,1,0,21,14,2,NA,2 8 4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,NA,1,1,1,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,7 8,0,0,0,0,0,0,1,1,0,0,0,0,0,2 1 3 11 12,1,1,1,0,0,0,0,0,0,0,1,1,0,8500,1,1,0,0,0,0,0,NA,0,0,NA,3,NA,3,NA,4,5,1,1,NA,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,21000,7500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7 8 9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,7,24,0,0,99,99,1000,1,1,0,NA,1,1,0,0,0,0,0,NA,0,0,NA,3 1 4 6,1,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 4,0,1,0,1,0,0,1,1,0,0,0,0,0,NA,0,0,NA,3,2,2,1,3,2,0.064779168
North West,Kano,KN_111,dawakin_tofa,Town,49fcee07-0e9c-483b-ba13-d4b2a21956f1,1,NA,1,1,29,1,NA,NA,NA,2,4,0,1,1,0,1,3,6,0,1,0,21,14,4,NA,2 4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,11 10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,4 5 6,0,0,0,1,1,1,0,0,0,0,0,0,0,8 9 12 1,1,0,0,0,0,0,0,1,1,0,0,1,0,10000,1,1,0,0,0,0,0,NA,0,0,NA,3,NA,3,NA,5,5,2,NA,0,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,32000,9000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7 8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,24,0,0,99,99,1000,1,1,0,NA,1,1,0,0,0,0,0,NA,0,0,NA,1 3 4 6,1,0,1,1,0,1,2 11 10,0,1,0,0,0,0,0,0,0,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1 2,1,1,0,0,0,0,NA,0,0,NA,3,3,2,1,3,3,0.064779168
North West,Kano,KN_111,dawakin_tofa,Town,d63cb043-feba-4e31-83bb-6781747d4355,1,NA,1,1,81,2,NA,NA,NA,9,5,5,4,4,1,3,9,6,2,2,1,22,20,9,NA,1 4 5 9,1,0,0,1,1,0,0,0,1,0,0,0,0,0,NA,1,1,1,1,1,0,0,1 11 10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,10 9,0,0,0,0,0,0,0,0,1,1,0,0,0,1 2 3 4 12 11,1,1,1,1,0,0,0,0,0,0,1,1,0,25000,1,1,0,0,0,0,0,NA,0,0,NA,3,NA,3,NA,4,5,1,1,NA,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,5,124000,17000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1 7 8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,7,24,0,0,99,99,1500,3,1,0,NA,1,1,0,0,0,0,0,NA,0,0,NA,1 3 4 6 5 2,1,1,1,1,1,1,2 10 11 9,0,1,0,0,0,0,0,0,1,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 4,0,1,0,1,0,0,1,1,0,0,0,0,0,NA,0,0,NA,3,3,2,2,3,3,0.064779168
North West,Kano,KN_111,dawakin_tofa,Town,d2735912-037a-4779-ba30-1bea0bc68f41,1,NA,5,1,55,1,1,33,1,4,4,2,2,2,0,2,4,6,0,1,0,21,22,2,NA,2 4 5 8,0,1,0,1,1,0,0,1,0,0,0,0,0,0,NA,1,1,1,1,1,0,0,10 11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,4 3 5,0,0,1,1,1,0,0,0,0,0,0,0,0,1 11 12,1,0,0,0,0,0,0,0,0,0,1,1,0,13000,1,1,0,0,0,0,0,NA,0,0,NA,3,NA,3,NA,5,5,1,1,NA,1 6 7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8 9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,24,0,0,99,99,1000,1,1,1,750,1,1,0,0,0,0,0,NA,0,0,NA,1 3 2 6,1,1,1,0,0,1,11 6,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1,1,0,0,0,0,0,NA,0,0,NA,3,3,2,2,3,3,0.064779168
North West,Kano,KN_111,dawakin_tofa,Town,8ce6d7db-c58e-4c7d-a516-f9ae7cc0f1ed,1,NA,1,1,42,1,NA,NA,NA,3,4,5,1,2,0,2,3,6,0,0,0,20,20,5,NA,4 5 8,0,0,0,1,1,0,0,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,4 6 7 8,0,0,0,1,0,1,1,1,0,0,0,0,0,5 1 2 12 11,1,1,0,0,1,0,0,0,0,0,1,1,0,10000,1,1,0,0,0,0,0,NA,0,0,NA,3,NA,3,NA,4,5,1,1,NA,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,35000,14000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9 10 8,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7,24,0,0,1000,3900,1000,1,1,0,NA,1,1,0,0,0,0,0,NA,0,0,NA,1 3 6,1,0,1,0,0,1,2 10 11,0,1,0,0,0,0,0,0,0,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1,1,0,0,0,0,0,NA,0,0,NA,3,2,2,1,1,1,0.064779168
North West,Kano,KN_111,dawakin_tofa,Town,8c64b3a2-d829-4514-a186-0f106ceb26af,1,NA,1,2,42,1,NA,NA,NA,3,4,0,1,2,0,2,3,6,0,0,0,22,20,5,NA,5 4 8,0,0,0,1,1,0,0,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,4 8 7,0,0,0,1,0,0,1,1,0,0,0,0,0,1 2 11 12,1,1,0,0,0,0,0,0,0,0,1,1,0,12000,1,1,0,0,0,0,0,NA,0,0,NA,3,NA,3,NA,1,1,2,NA,1,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,55000,10000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8 9 10,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7,24,0,0,99,99,1000,1,1,0,NA,1,1,0,0,0,0,0,NA,0,0,NA,1 4 6 3,1,0,1,1,0,1,2 10 11,0,1,0,0,0,0,0,0,0,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,NA,4,2,3,1,1,1,0.064779168
North West,Kano,KN_111,dawakin_tofa,Town,44cca5d7-2f80-4a89-aef0-d2582edebc71,1,NA,1,1,68,1,NA,NA,NA,3,10,5,1,1,1,2,4,6,0,0,0,20,24,2,NA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8 9,0,0,0,0,0,0,0,1,1,0,0,0,0,10000,1,1,0,0,0,0,0,0,0,0,NA,3,NA,3,NA,1,1,1,0,NA,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,23,0,0,99,99,1000,4,1,1,2000,1,1,0,0,0,0,0,0,0,0,NA,1 3 6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,4,1,3,2,2,1,0.064779168
North West,Kano,KN_111,dawakin_tofa,Town,23f2c930-3f6a-4a1c-88cc-ba068194d887,1,NA,1,1,26,1,NA,NA,NA,2,4,1,2,0,0,2,3,7,0,1,0,14,14,8,NA,7 8 96,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Sewing of clothes,1,1,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,2 1,1,1,0,0,0,0,0,0,0,0,0,0,0,4 5 7 12,0,0,0,1,1,0,1,0,0,0,0,1,0,12000,1,1,0,0,0,0,0,0,0,0,NA,15,NA,3,NA,1,1,1,1,NA,1 5 6 7,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,39000,10000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,23,0,0,10000,10000,1000,3,1,1,3000,1,1,0,0,0,0,0,0,0,0,NA,1 3 6,1,0,1,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,4,1,3,2,4,1,0.064779168
North West,Kano,KN_111,dawakin_tofa,Town,201b1b73-df5c-4948-a5f2-5cd6c1ab12f5,1,NA,1,1,30,1,NA,NA,NA,2,3,3,2,0,0,2,4,6,0,1,0,21,14,7,NA,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1 2 4 3 10 11 12,1,1,1,1,0,0,0,0,0,1,1,1,0,11000,1,1,0,0,0,0,0,0,0,0,NA,15,NA,3,NA,1,1,1,1,NA,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,23,0,0,3000,7000,1000,2,1,1,2500,1,1,0,0,0,0,0,0,0,0,NA,1 2 3,1,1,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1 2,1,1,0,0,0,0,0,0,0,NA,4,1,3,2,4,1,0.064779168
North West,Kano,KN_111,dawakin_tofa,Town,a66f8ee3-6156-4fe1-b3d4-c96409d31615,1,NA,2,2,25,2,1,45,2,3,6,4,2,1,0,3,6,5,1,1,0,14,24,2,NA,2 7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,9 6,0,0,0,0,0,1,0,0,1,0,0,0,0,1 12 4 2,1,1,0,1,0,0,0,0,0,0,0,1,0,10000,1 2,1,1,0,0,0,0,0,0,0,NA,3,NA,3,NA,4,5,1,1,NA,1 6 7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,23,0,0,2000,5000,1000,4,1,1,3000,1,1,0,0,0,0,0,0,0,0,NA,1 2 3 6,1,1,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1 2,1,1,0,0,0,0,0,0,0,NA,4,1,3,2,4,2,0.064779168
North West,Kano,KN_111,gezawa,Town,e04147d3-e25f-4d8e-9287-992be6f525b8,1,NA,1,1,40,1,NA,NA,NA,2,7,4,1,1,0,2,5,6,0,0,0,22,14,5,NA,5 7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,1,1,1,1,1,0,0,1 11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,8 9,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,12000,1,1,0,0,0,0,0,NA,0,0,NA,15,NA,3,NA,1,1,1,1,NA,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,24,0,0,2000,3000,1000,4,1,1,1500,1,1,0,0,0,0,0,NA,0,0,NA,1 3 4 6,1,0,1,1,0,1,11 96,0,0,0,0,0,0,0,0,0,0,1,0,1,Dvd,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,4,0,0,0,1,0,0,1 2,1,1,0,0,0,0,NA,0,0,NA,4,1,4,2,4,3,0.064779168
North West,Kano,KN_111,dawakin_tofa,Town,d9a358cb-c815-452e-8e2b-523de5a54838,1,NA,1,1,60,1,NA,NA,NA,10,7,12,8,1,1,3,11,6,1,2,0,22,20,1,NA,1 2 5 6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,20000,1,1,0,0,0,0,0,0,0,0,NA,15,NA,3,NA,1,1,1,1,NA,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,23,0,0,99,99,1000,4,1,0,NA,1 2,1,1,0,0,0,0,0,0,0,NA,1 2 3 4 6,1,1,1,1,0,1,9 11,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1 2,1,1,0,0,0,0,0,0,0,NA,4,1,4,2,2,1,0.064779168
North West,Kano,KN_111,dawakin_tofa,Town,b5319fc8-76a4-4e7a-9e19-ee386c0024c9,1,NA,2,2,37,1,1,51,1,5,7,10,3,1,1,2,5,6,0,0,0,20,14,5,NA,5 2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,8 7,0,0,0,0,0,0,1,1,0,0,0,0,0,2 5 4 6,0,1,0,1,1,1,0,0,0,0,0,0,0,14000,1,1,0,0,0,0,0,0,0,0,NA,15,NA,3,NA,1,1,1,0,NA,1 6 7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,22,0,0,2000,7000,1000,4,1,1,3000,1,1,0,0,0,0,0,0,0,0,NA,1 2 6 3 4,1,1,1,1,0,1,96,0,0,0,0,0,0,0,0,0,0,0,0,1,Charcoal Iron,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,4,1,3,2,4,1,0.064779168
